VelocityX,VelocityY,PositionX,PositionY
0.611616,-4.66216,-1.64361,-0.136627
0.975272,-4.61937,-1.62378,-0.252811
1.33779,-4.54998,-1.59485,-0.367595
1.6975,-4.45362,-1.55689,-0.48031
2.05263,-4.32999,-1.50998,-0.590276
2.4013,-4.17885,-1.45426,-0.696809
2.74153,-4.00003,-1.38991,-0.799219
3.07122,-3.79351,-1.31718,-0.896811
3.38815,-3.55936,-1.23635,-0.988894
3.68997,-3.29782,-1.14777,-1.07478
3.97423,-3.00934,-1.05185,-1.15379
4.23835,-2.69454,-0.94906,-1.22525
4.47969,-2.35434,-0.839934,-1.28851
4.69551,-1.98992,-0.725076,-1.34296
4.88302,-1.60277,-0.605159,-1.38801
5.03945,-1.19477,-0.480925,-1.4231
5.16204,-0.768153,-0.353186,-1.44775
5.24815,-0.325588,-0.222823,-1.46151
5.2953,0.129838,-0.0907785,-1.46403
5.30123,0.594595,0.0419422,-1.45502
5.26401,1.06473,0.174283,-1.4343
5.18214,1.53587,0.305143,-1.40178
5.0546,2.00328,0.43339,-1.3575
4.88095,2.46195,0.557873,-1.30162
4.66143,2.90661,0.677438,-1.23441
4.397,3.33192,0.790944,-1.15629
4.08938,3.73254,0.897287,-1.06781
3.74108,4.10328,0.995413,-0.969659
3.3554,4.43924,1.08434,-0.862645
2.93635,4.73598,1.16318,-0.747697
2.4886,4.9896,1.23116,-0.625846
2.01735,5.19693,1.28761,-0.498216
1.52823,5.35555,1.33203,-0.366
1.02713,5.46389,1.36402,-0.230439
0.520058,5.52125,1.38338,-0.0928052
0.0129583,5.52779,1.39003,0.0456237
-0.48841,5.4845,1.38403,0.183585
-0.978613,5.39308,1.36561,0.319848
-1.45265,5.25594,1.3351,0.453239
-1.90604,5.076,1.29297,0.582645
-2.33488,4.85665,1.2398,0.707039
-2.73584,4.60156,1.17623,0.825478
-3.10623,4.31463,1.10301,0.937117
-3.44394,3.99986,1.02092,1.04121
-3.7474,3.66128,0.930809,1.13711
-4.0156,3.30283,0.833549,1.22427
-4.24794,2.92834,0.73003,1.30225
-4.44428,2.54147,0.621152,1.37069
-4.6048,2.14567,0.507816,1.42932
-4.73,1.74416,0.390912,1.47797
-4.8206,1.33994,0.271316,1.51653
-4.87753,0.935756,0.149882,1.54497
-4.90189,0.534112,0.0274392,1.56332
-4.89486,0.137291,-0.0952124,1.57168
-4.85774,-0.252643,-0.217304,1.57019
-4.79185,-0.633828,-0.338099,1.55904
-4.69856,-1.00459,-0.456896,1.53849
-4.57928,-1.36341,-0.573027,1.50881
-4.43538,-1.70895,-0.68586,1.47032
-4.26824,-2.03997,-0.794796,1.42337
-4.07923,-2.35536,-0.899272,1.36832
-3.86969,-2.65413,-0.998758,1.3056
-3.64095,-2.93536,-1.09276,1.23562
-3.39431,-3.1982,-1.18081,1.15883
-3.13104,-3.44188,-1.26247,1.07571
-2.8524,-3.66566,-1.33736,0.986738
-2.55963,-3.86888,-1.40509,0.892425
-2.25398,-4.05088,-1.46534,0.793294
-1.93667,-4.21104,-1.51779,0.689881
-1.60894,-4.34876,-1.56217,0.582742
-1.27203,-4.46348,-1.59824,0.472443
-0.927205,-4.55463,-1.62577,0.359568
-0.575759,-4.62166,-1.6446,0.244712
-0.219019,-4.66405,-1.65456,0.128485
0.141641,-4.68128,-1.65555,0.0115092
0.504792,-4.67287,-1.64748,-0.10558
0.868938,-4.63833,-1.63031,-0.222134
1.23251,-4.57724,-1.60403,-0.337496
1.59384,-4.48921,-1.56868,-0.450996
1.95119,-4.37389,-1.52434,-0.561957
2.3027,-4.23101,-1.47112,-0.669691
2.6464,-4.06037,-1.40921,-0.773507
2.9802,-3.8619,-1.3388,-0.872709
3.30191,-3.63562,-1.2602,-0.966602
3.60919,-3.38174,-1.17371,-1.05449
3.8996,-3.10063,-1.07974,-1.13569
4.17057,-2.79285,-0.97873,-1.20952
4.41946,-2.45926,-0.871208,-1.27533
4.64351,-2.10094,-0.757757,-1.33248
4.83995,-1.71934,-0.639032,-1.38038
5.00595,-1.31621,-0.515759,-1.41845
5.13875,-0.893728,-0.388735,-1.44619
5.23564,-0.454451,-0.258822,-1.46314
5.29408,-0.00137824,-0.126953,-1.46891
5.31174,0.462053,0.00588191,-1.46321
5.28659,0.931969,0.138634,-1.44581
5.21701,1.40408,0.270211,-1.41661
5.10186,1.87373,0.399485,-1.37561
4.94054,2.33593,0.525304,-1.32292
4.73313,2.78546,0.646512,-1.25881
4.48042,3.21697,0.761961,-1.18365
4.18396,3.62509,0.870533,-1.09796
3.84608,4.0046,0.971159,-1.00239
3.46989,4.3505,1.06284,-0.897731
3.05925,4.65824,1.14465,-0.784869
2.61868,4.92378,1.2158,-0.664819
2.15327,5.14378,1.27559,-0.53868
1.66856,5.31564,1.32346,-0.40763
1.17038,5.43759,1.35902,-0.272898
0.664711,5.50873,1.38198,-0.13575
0.157506,5.52902,1.39225,0.00253831
-0.345431,5.49924,1.38986,0.140701
-0.838597,5.42095,1.37498,0.2775
-1.3169,5.29636,1.34793,0.411748
-1.77573,5.12828,1.30913,0.542319
-2.21106,4.91996,1.25914,0.668162
-2.61944,4.67501,1.19858,0.788317
-2.99802,4.39726,1.12817,0.901913
-3.34455,4.09066,1.04868,1.00818
-3.65734,3.75922,0.960942,1.10645
-3.93523,3.40689,0.865814,1.19614
-4.17753,3.03751,0.76418,1.27679
-4.38397,2.65476,0.656937,1.34802
-4.55465,2.26213,0.544982,1.40953
-4.68997,1.8629,0.429205,1.46112
-4.7906,1.46009,0.310483,1.50267
-4.8574,1.05651,0.189675,1.53413
-4.8914,0.654717,0.0676135,1.5555
-4.89377,0.257037,-0.0548952,1.56686
-4.86575,-0.134413,-0.177075,1.56835
-4.80866,-0.517723,-0.298183,1.56014
-4.72383,-0.891173,-0.417508,1.54246
-4.61264,-1.25321,-0.534374,1.51558
-4.47647,-1.60244,-0.64814,1.4798
-4.31669,-1.93761,-0.758198,1.43546
-4.13465,-2.25756,-0.863975,1.38292
-3.9317,-2.56128,-0.964931,1.32258
-3.70914,-2.84781,-1.06056,1.25486
-3.46828,-3.11629,-1.15039,1.18019
-3.21038,-3.36592,-1.23397,1.09905
-2.9367,-3.59594,-1.31091,1.0119
-2.64848,-3.80567,-1.38081,0.919249
-2.34695,-3.99443,-1.44333,0.821614
-2.03333,-4.16159,-1.49816,0.719527
-1.70885,-4.30654,-1.545,0.613535
-1.37474,-4.42869,-1.5836,0.5042
-1.03225,-4.52746,-1.61373,0.3921
-0.682669,-4.60229,-1.63521,0.277827
-0.327305,-4.65263,-1.64787,0.161985
0.0324837,-4.67796,-1.65158,0.0451951
0.395284,-4.67776,-1.64624,-0.0719126
0.759618,-4.65154,-1.63181,-0.188693
1.12394,-4.59885,-1.60826,-0.30449
1.4866,-4.51926,-1.57562,-0.418636
1.84588,-4.4124,-1.53393,-0.530453
2.19994,-4.27797,-1.48332,-0.639256
2.54685,-4.11573,-1.42394,-0.744351
2.88452,-3.92556,-1.35598,-0.845042
3.21079,-3.70744,-1.27971,-0.940629
3.52334,-3.46151,-1.19544,-1.03041
3.81974,-3.18809,-1.10354,-1.1137
4.09743,-2.88768,-1.00445,-1.18982
4.35378,-2.56104,-0.89867,-1.25809
4.58603,-2.2092,-0.786764,-1.31787
4.79138,-1.83349,-0.669369,-1.36855
4.96701,-1.4356,-0.547194,-1.40954
5.11009,-1.01759,-0.421019,-1.44033
5.21788,-0.58192,-0.29169,-1.46042
5.28776,-0.131498,-0.160125,-1.46942
5.31733,0.330338,-0.027302,-1.467
5.30445,0.799806,0.105742,-1.45291
5.24738,1.2727,0.237921,-1.42701
5.14483,1.74441,0.368111,-1.38927
4.99607,2.21001,0.495162,-1.33979
4.80099,2.66431,0.617914,-1.27877
4.56021,3.10195,0.735212,-1.20657
4.27508,3.51754,0.845924,-1.12367
3.94777,3.90577,0.948966,-1.0307
3.58121,4.26158,1.04331,-0.928386
3.1791,4.58027,1.12803,-0.817617
2.74582,4.85768,1.20227,-0.699372
2.28636,5.09027,1.26532,-0.574733
1.80615,5.27526,1.31659,-0.444859
1.311,5.4107,1.35563,-0.310969
0.806847,5.49547,1.38214,-0.174324
0.299682,5.52934,1.39597,-0.036196
-0.204651,5.51291,1.39712,0.102143
-0.700575,5.44755,1.38574,0.239449
-1.1829,5.33534,1.36209,0.374521
-1.64691,5.17896,1.32659,0.506217
-2.08845,4.98155,1.27975,0.633469
-2.50393,4.74663,1.22217,0.755294
-2.89039,4.47799,1.15455,0.8708
-3.24543,4.17954,1.07765,0.979193
-3.56724,3.85525,0.992278,1.07978
-3.85454,3.50909,0.899286,1.17196
-4.10654,3.1449,0.79955,1.25523
-4.32286,2.7664,0.693959,1.3292
-4.50351,2.37709,0.583408,1.39355
-4.64881,1.98029,0.468784,1.44806
-4.75936,1.57908,0.350967,1.49257
-4.83597,1.17629,0.230816,1.52701
-4.87961,0.774531,0.109168,1.55138
-4.8914,0.376182,-0.0131646,1.56574
-4.87255,-0.0166,-0.135402,1.57019
-4.82433,-0.401861,-0.256792,1.56491
-4.74807,-0.777837,-0.376618,1.5501
-4.64511,-1.14294,-0.494195,1.52601
-4.51682,-1.49572,-0.608873,1.49295
-4.36455,-1.83491,-0.720036,1.45123
-4.18965,-2.1593,-0.827101,1.4012
-3.99344,-2.46786,-0.929519,1.34326
-3.77723,-2.75959,-1.02677,1.27781
-3.5423,-3.03362,-1.11838,1.20528
-3.28994,-3.2891,-1.20389,1.12613
-3.02137,-3.52528,-1.28288,1.04083
-2.73784,-3.74143,-1.35496,0.949867
-2.44057,-3.93687,-1.41977,0.853757
-2.13077,-4.11095,-1.47699,0.753023
-1.80967,-4.26303,-1.52631,0.648209
-1.47849,-4.39251,-1.56747,0.539872
-1.13848,-4.49879,-1.60023,0.428584
-0.790911,-4.58131,-1.62439,0.314932
-0.437078,-4.6395,-1.63978,0.199518
-0.0783289,-4.67281,-1.64625,0.0829574
0.283937,-4.68071,-1.64369,-0.0341221
0.64826,-4.6627,-1.63205,-0.151078
1.01311,-4.6183,-1.61128,-0.267257
1.37686,-4.54706,-1.58139,-0.381993
1.73781,-4.44858,-1.54244,-0.49461
2.09414,-4.32254,-1.4945,-0.604423
2.44394,-4.16866,-1.43773,-0.710737
2.78516,-3.98678,-1.37231,-0.812855
3.11564,-3.77684,-1.29847,-0.910076
3.4331,-3.53893,-1.21652,-1.0017
3.73512,-3.27331,-1.12682,-1.08702
4.01916,-2.98042,-1.02977,-1.16536
4.28259,-2.66096,-0.92586,-1.23604
4.52268,-2.31586,-0.815639,-1.29841
4.73661,-1.94638,-0.699726,-1.35184
4.92154,-1.55411,-0.578809,-1.39573
5.07463,-1.14102,-0.453649,-1.42954
5.1931,-0.709462,-0.325078,-1.45278
5.27427,-0.262236,-0.193994,-1.46502
5.31566,0.197422,-0.0613641,-1.46589
5.31505,0.66583,0.0717887,-1.45514
5.27058,1.13887,0.204388,-1.4326
5.18082,1.61204,0.335318,-1.3982
5.04488,2.08044,0.463429,-1.352
4.8625,2.53895,0.587561,-1.29418
4.63409,2.98221,0.706554,-1.22505
4.36084,3.40482,0.819266,-1.14507
4.04469,3.80142,0.924596,-1.05481
3.6884,4.16688,1.0215,-0.954997
3.29549,4.49638,1.10902,-0.846467
2.87017,4.7856,1.18627,-0.730178
2.4173,5.03085,1.25252,-0.607187
1.94222,5.22914,1.30714,-0.478636
1.45066,5.37831,1.34964,-0.34573
0.948537,5.47704,1.37967,-0.20972
0.441842,5.52487,1.39706,-0.071878
-0.0635375,5.5222,1.40176,0.0665234
-0.561951,5.47023,1.39389,0.204232
-1.04811,5.37085,1.37367,0.340035
-1.51718,5.2266,1.34148,0.472775
-1.96488,5.04052,1.29781,0.601365
-2.38747,4.81603,1.24324,0.724801
-2.78183,4.55684,1.17843,0.842166
-3.14545,4.26684,1.10414,0.952643
-3.47637,3.94998,1.02116,1.05551
-3.77318,3.61021,0.930326,1.15014
-4.03496,3.25141,0.832503,1.23602
-4.26124,2.87731,0.728578,1.31271
-4.45193,2.49145,0.619441,1.37988
-4.60726,2.0972,0.505982,1.43728
-4.72777,1.69767,0.389078,1.48474
-4.8142,1.29576,0.269593,1.52217
-4.86748,0.894115,0.148368,1.54953
-4.88867,0.49517,0.0262194,1.56687
-4.87895,0.101129,-0.0960652,1.57429
-4.83957,-0.286009,-0.217728,1.57193
-4.77184,-0.664436,-0.338044,1.55999
-4.67708,-1.03252,-0.45632,1.53871
-4.55663,-1.38879,-0.571898,1.50836
-4.41184,-1.73191,-0.684151,1.46927
-4.24404,-2.06068,-0.792489,1.42177
-4.05455,-2.374,-0.896353,1.36624
-3.84468,-2.67088,-0.995217,1.30307
-3.6157,-2.95039,-1.08859,1.23269
-3.36888,-3.21169,-1.176,1.15555
-3.10546,-3.45399,-1.25703,1.07211
-2.82666,-3.67654,-1.33128,0.98285
-2.5337,-3.87864,-1.39836,0.88828
-2.22779,-4.05963,-1.45796,0.788918
-1.91014,-4.21885,-1.50975,0.685299
-1.58197,-4.35568,-1.55347,0.577975
-1.24452,-4.46951,-1.58885,0.467515
-0.899037,-4.55975,-1.61569,0.354499
-0.546813,-4.62583,-1.6338,0.239527
-0.189181,-4.66716,-1.64303,0.123208
0.172476,-4.68321,-1.64326,0.00616884
0.536713,-4.67345,-1.63441,-0.110952
0.902014,-4.63736,-1.61643,-0.227503
1.26678,-4.5745,-1.58931,-0.342821
1.62932,-4.48443,-1.55309,-0.456228
1.98785,-4.36678,-1.50784,-0.567042
2.34045,-4.22125,-1.4537,-0.674567
2.68512,-4.04765,-1.39082,-0.778104
3.0197,-3.84587,-1.31944,-0.87695
3.34194,-3.61596,-1.23984,-0.970398
3.64942,-3.35811,-1.15234,-1.05775
3.93964,-3.07271,-1.05736,-1.1383
4.20995,-2.7604,-0.955362,-1.21138
4.45764,-2.42203,-0.846867,-1.27632
4.67988,-2.05878,-0.73248,-1.33248
4.87383,-1.67217,-0.612873,-1.37926
5.03663,-1.26405,-0.488788,-1.41609
5.16544,-0.836705,-0.361041,-1.44246
5.25756,-0.392829,-0.230516,-1.45793
5.31043,0.0644413,-0.0981634,-1.46211
5.32175,0.53152,0.0350052,-1.45471
5.28955,1.00438,0.167924,-1.43553
5.21229,1.47859,0.299483,-1.40449
5.08894,1.94934,0.428538,-1.3616
4.91907,2.41153,0.553929,-1.30702
4.70294,2.85985,0.674492,-1.24102
4.44154,3.28888,0.789076,-1.16403
4.13663,3.69325,0.896569,-1.07658
3.79079,4.06774,0.995908,-0.979365
3.40734,4.40745,1.08611,-0.873193
2.99037,4.70793,1.16628,-0.758993
2.54456,4.96533,1.23563,-0.637797
2.07515,5.1765,1.2935,-0.510726
1.58778,5.33907,1.33938,-0.378971
1.08834,5.45151,1.37289,-0.243772
0.582781,5.51317,1.3938,-0.106396
0.0770304,5.52425,1.40203,0.0318863
-0.423214,5.48573,1.39765,0.169817
-0.912581,5.39935,1.38087,0.306173
-1.38614,5.26749,1.35202,0.439784
-1.83947,5.09306,1.31156,0.569547
-2.26871,4.87937,1.26005,0.694437
-2.67062,4.63006,1.19813,0.813516
-3.04251,4.34896,1.12652,0.92594
-3.38231,4.04,1.046,1.03096
-3.68847,3.7071,0.957403,1.12794
-3.95995,3.35415,0.861579,1.21632
-4.19616,2.9849,0.759406,1.29565
-4.39691,2.60292,0.651771,1.36556
-4.56235,2.21161,0.53956,1.42579
-4.69293,1.81414,0.423653,1.47614
-4.78931,1.41343,0.304914,1.5165
-4.85238,1.0122,0.184187,1.54682
-4.88315,0.612928,0.0622945,1.56711
-4.88276,0.217864,-0.0599705,1.57746
-4.85242,-0.170943,-0.181843,1.578
-4.7934,-0.551638,-0.302591,1.56892
-4.70702,-0.922546,-0.421514,1.55042
-4.5946,-1.28215,-0.537942,1.52279
-4.45747,-1.62909,-0.651244,1.48631
-4.29695,-1.96212,-0.760816,1.44133
-4.11435,-2.2801,-0.866091,1.38821
-3.91097,-2.58202,-0.966533,1.32733
-3.68809,-2.86693,-1.06164,1.25911
-3.44695,-3.13396,-1.15094,1.18398
-3.1888,-3.38228,-1.23399,1.10241
-2.91486,-3.61115,-1.31038,1.01487
-2.62634,-3.81983,-1.37973,0.921852
-2.32444,-4.00765,-1.44169,0.823876
-2.01036,-4.17393,-1.49595,0.72147
-1.68532,-4.31803,-1.54221,0.615179
-1.35054,-4.43934,-1.58022,0.505568
-1.00726,-4.53725,-1.60974,0.393212
-0.656769,-4.61115,-1.63058,0.278706
-0.300378,-4.66047,-1.64258,0.162655
0.060546,-4.68464,-1.6456,0.0456822
0.424574,-4.68311,-1.63955,-0.0715769
0.790207,-4.65537,-1.62437,-0.188473
1.15587,-4.60091,-1.60004,-0.304345
1.51989,-4.51929,-1.56658,-0.418519
1.88049,-4.41011,-1.52405,-0.53031
2.2358,-4.27304,-1.47255,-0.639025
2.58382,-4.10783,-1.41226,-0.743962
2.92243,-3.91434,-1.34336,-0.844416
3.24938,-3.69257,-1.26613,-0.939679
3.56228,-3.44265,-1.18089,-1.02904
3.85864,-3.16491,-1.08802,-1.11181
4.13582,-2.85991,-0.987962,-1.18729
4.39111,-2.52845,-0.88123,-1.25481
4.62169,-2.17161,-0.768406,-1.31371
4.82468,-1.79082,-0.650145,-1.36339
4.99721,-1.38785,-0.527172,-1.40325
5.13641,-0.964879,-0.400285,-1.43278
5.23951,-0.524504,-0.270352,-1.4515
5.3039,-0.0697649,-0.138309,-1.45901
5.32717,0.395844,-0.00515669,-1.45499
5.30727,0.868386,0.12805,-1.43921
5.24252,1.3435,0.260207,-1.41157
5.13177,1.81644,0.390176,-1.37204
4.97441,2.28215,0.516795,-1.32074
4.77055,2.73535,0.638896,-1.25793
4.52099,3.1706,0.755322,-1.18398
4.22732,3.58251,0.864946,-1.0994
3.89194,3.96579,0.966688,-1.00485
3.51801,4.31544,1.05954,-0.901111
3.10944,4.6269,1.14259,-0.78908
2.6708,4.89617,1.21501,-0.669766
2.20721,5.11991,1.27613,-0.544271
1.72424,5.29558,1.32538,-0.41377
1.22771,5.42146,1.36234,-0.279492
0.723587,5.49669,1.38676,-0.142697
0.217798,5.52128,1.39852,-0.00465767
-0.283905,5.49603,1.39765,0.133366
-0.77608,5.42252,1.38432,0.270144
-1.2537,5.30297,1.35885,0.404492
-1.71223,5.14015,1.32164,0.535292
-2.14769,4.9373,1.27324,0.6615
-2.55671,4.69796,1.21426,0.782157
-2.93647,4.42591,1.1454,0.896398
-3.28476,4.12502,1.06743,1.00345
-3.59991,3.79923,0.981162,1.10265
-3.88076,3.4524,0.887436,1.19341
-4.12662,3.0883,0.787124,1.27527
-4.33719,2.71052,0.681105,1.34783
-4.51254,2.3225,0.570264,1.4108
-4.65302,1.92743,0.455479,1.46395
-4.75926,1.52829,0.337613,1.50717
-4.83205,1.12784,0.217516,1.54037
-4.87236,0.728591,0.0960111,1.56356
-4.8813,0.332849,-0.0261022,1.5768
-4.86003,-0.0572932,-0.148054,1.5802
-4.8098,-0.439939,-0.269104,1.57393
-4.73189,-0.81337,-0.388544,1.5582
-4.62762,-1.17603,-0.505698,1.53326
-4.49828,-1.52652,-0.619924,1.4994
-4.34519,-1.86356,-0.730612,1.45694
-4.16966,-2.18599,-0.837184,1.40622
-3.97295,-2.49276,-0.939095,1.34764
-3.75636,-2.78288,-1.03583,1.28159
-3.52111,-3.05547,-1.12691,1.20849
-3.26844,-3.30968,-1.21189,1.12881
-2.99956,-3.54473,-1.29033,1.04301
-2.71569,-3.75988,-1.36187,0.951577
-2.41801,-3.95442,-1.42612,0.855017
-2.10773,-4.12767,-1.48277,0.753856
-1.78604,-4.27898,-1.53151,0.648634
-1.45415,-4.4077,-1.57207,0.539907
-1.11332,-4.51321,-1.60421,0.428249
-0.764788,-4.59489,-1.62773,0.314247
-0.409873,-4.65216,-1.64245,0.198504
-0.0499248,-4.68442,-1.64823,0.0816389
0.313645,-4.69111,-1.64495,-0.0357169
0.679357,-4.67169,-1.63254,-0.152917
1.04565,-4.62564,-1.61098,-0.269301
1.41088,-4.55249,-1.58026,-0.384199
1.77329,-4.45181,-1.54044,-0.496926
2.13103,-4.32323,-1.4916,-0.606789
2.48213,-4.16648,-1.43389,-0.713087
2.82448,-3.98137,-1.36749,-0.815113
3.15586,-3.76785,-1.29266,-0.912156
3.47391,-3.526,-1.2097,-1.00351
3.77614,-3.25611,-1.11897,-1.08846
4.05995,-2.95864,-1.02089,-1.16631
4.32262,-2.63433,-0.915968,-1.23639
4.56134,-2.28418,-0.80476,-1.29803
4.77323,-1.90952,-0.687901,-1.3506
4.95539,-1.51205,-0.566099,-1.3935
5.10492,-1.09382,-0.440132,-1.4262
5.21901,-0.657334,-0.310853,-1.44819
5.29498,-0.205529,-0.179181,-1.45907
5.33035,0.258209,-0.0461035,-1.45847
5.32296,0.730042,0.0873364,-1.44616
5.271,1.2057,0.220044,-1.42197
5.17317,1.6805,0.350886,-1.38587
5.02873,2.14946,0.478703,-1.33794
4.83758,2.6073,0.602323,-1.2784
4.60034,3.04862,0.720582,-1.20758
4.31843,3.46797,0.83234,-1.12597
3.99402,3.86,0.936503,-1.03418
3.63011,4.21964,1.03204,-0.932967
3.23043,4.54218,1.11801,-0.823198
2.79941,4.82346,1.19356,-0.705858
2.34206,5.05998,1.25798,-0.582025
1.86384,5.24899,1.31067,-0.452859
1.37055,5.38857,1.35117,-0.319576
0.868129,5.47765,1.37919,-0.183431
0.362521,5.51603,1.39458,-0.0456935
-0.140466,5.50433,1.39732,0.0923708
-0.63531,5.44395,1.38755,0.229523
-1.11688,5.33695,1.36555,0.364568
-1.58053,5.18599,1.33171,0.49637
-2.02215,4.99418,1.28653,0.623868
-2.43822,4.765,1.2306,0.74608
-2.82581,4.50217,1.16462,0.862118
-3.18255,4.20953,1.08931,0.971188
-3.50666,3.891,1.00549,1.07259
-3.79685,3.55044,0.913979,1.16574
-4.05232,3.19162,0.815645,1.25012
-4.27268,2.81819,0.711363,1.32532
-4.4579,2.4336,0.602011,1.39103
-4.60827,2.04107,0.488468,1.447
-4.72432,1.64365,0.371598,1.49308
-4.80681,1.24412,0.252252,1.52918
-4.85665,0.845052,0.131257,1.55529
-4.8749,0.448789,0.00941892,1.57143
-4.8627,0.0574699,-0.112488,1.57773
-4.82127,-0.326965,-0.233716,1.57431
-4.75185,-0.702757,-0.353551,1.56138
-4.65575,-1.06831,-0.471309,1.53917
-4.53424,-1.4222,-0.586338,1.50796
-4.38863,-1.76309,-0.698021,1.46806
-4.22021,-2.08981,-0.80577,1.41981
-4.03025,-2.40126,-0.909031,1.36357
-3.82001,-2.69646,-1.00728,1.29974
-3.59073,-2.97446,-1.10003,1.22875
-3.34363,-3.23442,-1.18682,1.15102
-3.07992,-3.47552,-1.26721,1.06703
-2.80079,-3.69702,-1.34081,0.977244
-2.50745,-3.89817,-1.40725,0.882175
-2.20106,-4.07828,-1.46619,0.782336
-1.88283,-4.23668,-1.51731,0.678261
-1.55397,-4.37271,-1.56033,0.570502
-1.21568,-4.48573,-1.595,0.459626
-0.869239,-4.57511,-1.62111,0.346215
-0.515925,-4.64024,-1.63847,0.23087
-0.15708,-4.6805,-1.64691,0.114204
0.205902,-4.69533,-1.64632,-0.00315521
0.571556,-4.68415,-1.63661,-0.120563
0.938342,-4.64643,-1.61774,-0.237363
1.30463,-4.58166,-1.5897,-0.352884
1.66869,-4.48939,-1.55251,-0.466446
2.02869,-4.36923,-1.50626,-0.577354
2.38267,-4.22086,-1.45108,-0.684907
2.72856,-4.04406,-1.38713,-0.788397
3.06416,-3.83872,-1.31465,-0.88711
3.38711,-3.60489,-1.23392,-0.980333
3.69495,-3.34278,-1.14529,-1.06735
3.9851,-3.05282,-1.04917,-1.14747
4.25483,-2.73564,-0.946038,-1.22
4.50135,-2.3922,-0.836432,-1.28425
4.72176,-2.02374,-0.720971,-1.33961
4.91316,-1.63184,-0.600344,-1.38544
5.07262,-1.2185,-0.475313,-1.4212
5.19729,-0.786095,-0.346713,-1.44637
5.28443,-0.337473,-0.215448,-1.4605
5.3315,0.124083,-0.0824911,-1.46324
5.33623,0.59483,0.0511266,-1.4543
5.29672,1.07058,0.18432,-1.4335
5.21154,1.54676,0.315963,-1.40077
5.07978,2.01841,0.444897,-1.35616
4.90121,2.48032,0.569952,-1.29985
4.67625,2.9271,0.689957,-1.23214
4.40614,3.35328,0.803765,-1.15349
4.09286,3.75349,0.910264,-1.06448
3.73923,4.12257,1.00841,-0.965819
3.3488,4.4557,1.09723,-0.858352
2.92585,4.74859,1.17585,-0.743034
2.47524,4.99758,1.24352,-0.620922
