VelocityX,VelocityY,PositionX,PositionY
0.242994,1.12701,29.221,-6.46905
0.24299,1.12701,29.2211,-6.46894
0.242985,1.12701,29.2211,-6.46883
0.242981,1.12702,29.2211,-6.46871
0.242977,1.12702,29.2211,-6.4686
0.242972,1.12702,29.2212,-6.46849
0.242968,1.12702,29.2212,-6.46838
0.242964,1.12702,29.2212,-6.46826
0.242959,1.12702,29.2212,-6.46815
0.242955,1.12702,29.2212,-6.46804
0.242951,1.12702,29.2213,-6.46793
0.242946,1.12702,29.2213,-6.46781
0.242942,1.12702,29.2213,-6.4677
0.242938,1.12703,29.2213,-6.46759
0.242933,1.12703,29.2214,-6.46747
0.242929,1.12703,29.2214,-6.46736
0.242925,1.12703,29.2214,-6.46725
0.242921,1.12703,29.2214,-6.46714
0.242916,1.12703,29.2215,-6.46702
0.242912,1.12703,29.2215,-6.46691
0.242908,1.12703,29.2215,-6.4668
0.242903,1.12703,29.2215,-6.46669
0.242899,1.12703,29.2216,-6.46657
0.242895,1.12703,29.2216,-6.46646
0.24289,1.12704,29.2216,-6.46635
0.242886,1.12704,29.2216,-6.46623
0.242882,1.12704,29.2217,-6.46612
0.242877,1.12704,29.2217,-6.46601
0.242873,1.12704,29.2217,-6.4659
0.242869,1.12704,29.2217,-6.46578
0.242865,1.12704,29.2218,-6.46567
0.24286,1.12704,29.2218,-6.46556
0.242856,1.12704,29.2218,-6.46545
0.242852,1.12704,29.2218,-6.46533
0.242847,1.12705,29.2219,-6.46522
0.242843,1.12705,29.2219,-6.46511
0.242839,1.12705,29.2219,-6.465
0.242834,1.12705,29.2219,-6.46488
0.24283,1.12705,29.222,-6.46477
0.242826,1.12705,29.222,-6.46466
0.242821,1.12705,29.222,-6.46454
0.242817,1.12705,29.222,-6.46443
0.242813,1.12705,29.222,-6.46432
0.242809,1.12705,29.2221,-6.46421
0.242804,1.12705,29.2221,-6.46409
0.2428,1.12706,29.2221,-6.46398
0.242796,1.12706,29.2221,-6.46387
0.242791,1.12706,29.2222,-6.46376
0.242787,1.12706,29.2222,-6.46364
0.242783,1.12706,29.2222,-6.46353
0.242778,1.12706,29.2222,-6.46342
0.242774,1.12706,29.2223,-6.4633
0.24277,1.12706,29.2223,-6.46319
0.242765,1.12706,29.2223,-6.46308
0.242761,1.12706,29.2223,-6.46297
0.242757,1.12707,29.2224,-6.46285
0.242752,1.12707,29.2224,-6.46274
0.242748,1.12707,29.2224,-6.46263
0.242744,1.12707,29.2224,-6.46252
0.24274,1.12707,29.2225,-6.4624
0.242735,1.12707,29.2225,-6.46229
0.242731,1.12707,29.2225,-6.46218
0.242727,1.12707,29.2225,-6.46207
0.242722,1.12707,29.2226,-6.46195
0.242718,1.12707,29.2226,-6.46184
0.242714,1.12707,29.2226,-6.46173
0.242709,1.12708,29.2226,-6.46161
0.242705,1.12708,29.2227,-6.4615
0.242701,1.12708,29.2227,-6.46139
0.242696,1.12708,29.2227,-6.46128
0.242692,1.12708,29.2227,-6.46116
0.242688,1.12708,29.2228,-6.46105
0.242684,1.12708,29.2228,-6.46094
0.242679,1.12708,29.2228,-6.46083
0.242675,1.12708,29.2228,-6.46071
0.242671,1.12708,29.2229,-6.4606
0.242666,1.12709,29.2229,-6.46049
0.242662,1.12709,29.2229,-6.46037
0.242658,1.12709,29.2229,-6.46026
0.242653,1.12709,29.2229,-6.46015
0.242649,1.12709,29.223,-6.46004
0.242645,1.12709,29.223,-6.45992
0.24264,1.12709,29.223,-6.45981
0.242636,1.12709,29.223,-6.4597
0.242632,1.12709,29.2231,-6.45959
0.242628,1.12709,29.2231,-6.45947
0.242623,1.12709,29.2231,-6.45936
0.242619,1.1271,29.2231,-6.45925
0.242615,1.1271,29.2232,-6.45914
0.24261,1.1271,29.2232,-6.45902
0.242606,1.1271,29.2232,-6.45891
0.242602,1.1271,29.2232,-6.4588
0.242597,1.1271,29.2233,-6.45868
0.242593,1.1271,29.2233,-6.45857
0.242589,1.1271,29.2233,-6.45846
0.242584,1.1271,29.2233,-6.45835
0.24258,1.1271,29.2234,-6.45823
0.242576,1.12711,29.2234,-6.45812
0.242571,1.12711,29.2234,-6.45801
0.242567,1.12711,29.2234,-6.4579
0.242563,1.12711,29.2235,-6.45778
0.242559,1.12711,29.2235,-6.45767
0.242554,1.12711,29.2235,-6.45756
0.24255,1.12711,29.2235,-6.45744
0.242546,1.12711,29.2236,-6.45733
0.242541,1.12711,29.2236,-6.45722
0.242537,1.12711,29.2236,-6.45711
0.242533,1.12711,29.2236,-6.45699
